t     x     v
10.94 -0.05 1.78
10.94 -0.04 1.78
10.95 -0.03 1.78
10.95 -0.02 1.78
10.96 -0.01 1.78
10.96 -0.00 1.78
10.97 0.01 1.78
10.97 0.01 1.78
10.98 0.02 1.78
10.98 0.03 1.78
10.99 0.04 1.78
10.99 0.05 1.78
11.00 0.06 1.78
11.00 0.07 1.78
11.01 0.08 1.78
11.01 0.09 1.78
11.02 0.10 1.79
11.02 0.10 1.79
11.03 0.11 1.79
11.03 0.12 1.79
11.04 0.13 1.79
11.04 0.14 1.79
11.05 0.15 1.79
11.05 0.16 1.79
11.06 0.17 1.79
11.06 0.18 1.79
11.07 0.18 1.79
11.07 0.19 1.79
11.08 0.20 1.79
11.08 0.21 1.79
11.09 0.22 1.79
11.09 0.23 1.79
11.10 0.24 1.79
11.10 0.25 1.80
11.11 0.26 1.80
11.11 0.27 1.80
11.12 0.27 1.80
11.12 0.28 1.80
11.13 0.29 1.80
11.13 0.30 1.80
11.14 0.31 1.80
11.14 0.32 1.80
11.15 0.33 1.80
11.15 0.34 1.80
11.16 0.35 1.80
11.16 0.36 1.80
11.17 0.36 1.80
11.17 0.37 1.80
11.18 0.38 1.80
11.18 0.39 1.80
11.19 0.40 1.81
11.19 0.41 1.81
11.20 0.42 1.81
11.20 0.43 1.81
11.21 0.44 1.81
11.21 0.45 1.81
11.22 0.45 1.81
11.22 0.46 1.81
11.23 0.47 1.81
11.23 0.48 1.81
11.24 0.49 1.81
11.24 0.50 1.81
11.25 0.51 1.81
11.25 0.52 1.81
11.26 0.53 1.81
11.26 0.54 1.81
11.27 0.55 1.81
11.27 0.55 1.82
11.28 0.56 1.82
11.28 0.57 1.82
11.29 0.58 1.82
11.29 0.59 1.82
11.30 0.60 1.82
11.30 0.61 1.82
11.31 0.62 1.82
11.31 0.63 1.82
11.32 0.64 1.81
11.32 0.65 1.81
11.33 0.65 1.81
11.33 0.66 1.81
11.34 0.67 1.80
11.34 0.68 1.80
11.35 0.69 1.79
11.35 0.70 1.79
11.36 0.71 1.78
11.36 0.72 1.78
11.37 0.73 1.77
11.37 0.73 1.77
11.38 0.74 1.77
11.38 0.75 1.76
11.39 0.76 1.76
11.39 0.77 1.75
11.40 0.78 1.75
11.40 0.79 1.74
11.41 0.80 1.74
11.41 0.80 1.74
11.42 0.81 1.73
11.42 0.82 1.73
11.43 0.83 1.72
11.43 0.84 1.72
11.44 0.85 1.71
11.44 0.86 1.71
11.45 0.86 1.71
11.45 0.87 1.70
11.46 0.88 1.70
11.46 0.89 1.69
11.47 0.90 1.69
11.47 0.91 1.69
11.48 0.92 1.68
11.48 0.92 1.68
11.49 0.93 1.68
11.49 0.94 1.68
11.50 0.95 1.67
11.50 0.96 1.67
11.51 0.97 1.67
11.51 0.97 1.67
11.52 0.98 1.67
11.52 0.99 1.67
11.53 1.00 1.67
11.53 1.01 -1.67
11.54 1.00 -1.67
11.54 0.99 -1.67
11.55 0.98 -1.67
11.55 0.97 -1.67
11.56 0.97 -1.67
11.56 0.96 -1.67
11.57 0.95 -1.67
11.57 0.94 -1.68
11.58 0.93 -1.68
11.58 0.92 -1.68
11.59 0.92 -1.68
11.59 0.91 -1.68
11.60 0.90 -1.68
11.60 0.89 -1.68
11.61 0.88 -1.68
11.61 0.87 -1.68
11.62 0.86 -1.68
11.62 0.86 -1.68
11.63 0.85 -1.68
11.63 0.84 -1.69
11.64 0.83 -1.69
11.64 0.82 -1.69
11.65 0.81 -1.69
11.65 0.81 -1.69
11.66 0.80 -1.69
11.66 0.79 -1.69
11.67 0.78 -1.69
11.67 0.77 -1.69
11.68 0.76 -1.69
11.68 0.76 -1.69
11.69 0.75 -1.70
11.69 0.74 -1.70
11.70 0.73 -1.70
11.70 0.72 -1.70
11.71 0.71 -1.70
11.71 0.70 -1.70
11.72 0.70 -1.70
11.72 0.69 -1.70
11.73 0.68 -1.70
11.73 0.67 -1.70
11.74 0.66 -1.70
11.74 0.65 -1.70
11.75 0.64 -1.71
11.75 0.64 -1.71
11.76 0.63 -1.71
11.76 0.62 -1.71
11.77 0.61 -1.71
11.77 0.60 -1.71
11.78 0.59 -1.71
11.78 0.58 -1.71
11.79 0.58 -1.71
11.79 0.57 -1.71
11.80 0.56 -1.71
11.80 0.55 -1.71
11.81 0.54 -1.71
11.81 0.53 -1.72
11.82 0.52 -1.72
11.82 0.52 -1.72
11.83 0.51 -1.72
11.83 0.50 -1.72
11.84 0.49 -1.72
11.84 0.48 -1.72
11.85 0.47 -1.72
11.85 0.46 -1.72
11.86 0.46 -1.72
11.86 0.45 -1.72
11.87 0.44 -1.72
11.87 0.43 -1.72
11.88 0.42 -1.73
11.88 0.41 -1.73
11.89 0.40 -1.73
11.89 0.40 -1.73
11.90 0.39 -1.73
11.90 0.38 -1.73
11.91 0.37 -1.73
11.91 0.36 -1.73
11.92 0.35 -1.73
11.92 0.34 -1.73
11.93 0.34 -1.73
11.93 0.33 -1.73
11.94 0.32 -1.73
11.94 0.31 -1.74
11.95 0.30 -1.74
11.95 0.29 -1.74
11.96 0.28 -1.74
11.96 0.27 -1.74
11.97 0.27 -1.74
11.97 0.26 -1.74
11.98 0.25 -1.74
11.98 0.24 -1.74
11.99 0.23 -1.74
11.99 0.22 -1.74
12.00 0.21 -1.74
12.00 0.20 -1.74
12.01 0.20 -1.75
12.01 0.19 -1.75
12.02 0.18 -1.75
12.02 0.17 -1.75
12.03 0.16 -1.75
12.03 0.15 -1.75
12.04 0.14 -1.75
12.04 0.13 -1.75
12.05 0.13 -1.75
12.05 0.12 -1.75
12.06 0.11 -1.75
12.06 0.10 -1.75
12.07 0.09 -1.75
12.07 0.08 -1.75
12.08 0.07 -1.75
12.08 0.06 -1.76
12.09 0.06 -1.76
12.09 0.05 -1.76
12.10 0.04 -1.76
12.10 0.03 -1.76
12.11 0.02 -1.76
12.11 0.01 -1.76
12.12 0.00 -1.76
12.12 -0.01 -1.76
12.13 -0.01 -1.76
12.13 -0.02 -1.76
12.14 -0.03 -1.76
12.14 -0.04 -1.76
12.15 -0.05 -1.76
12.15 -0.06 -1.77
12.16 -0.07 -1.77
12.16 -0.08 -1.77
12.17 -0.09 -1.77
12.17 -0.09 -1.77
12.18 -0.10 -1.77
12.18 -0.11 -1.77
12.19 -0.12 -1.77
12.19 -0.13 -1.77
12.20 -0.14 -1.77
12.20 -0.15 -1.77
12.21 -0.16 -1.77
12.21 -0.16 -1.77
12.22 -0.17 -1.77
12.22 -0.18 -1.77
12.23 -0.19 -1.78
12.23 -0.20 -1.78
12.24 -0.21 -1.78
12.24 -0.22 -1.78
12.25 -0.23 -1.78
12.25 -0.24 -1.78
12.26 -0.24 -1.78
12.26 -0.25 -1.78
12.27 -0.26 -1.78
12.27 -0.27 -1.78
12.28 -0.28 -1.78
12.28 -0.29 -1.78
12.29 -0.30 -1.78
12.29 -0.31 -1.78
12.30 -0.32 -1.78
12.30 -0.32 -1.78
12.31 -0.33 -1.79
12.31 -0.34 -1.79
12.32 -0.35 -1.79
12.32 -0.36 -1.79
12.33 -0.37 -1.79
12.33 -0.38 -1.79
12.34 -0.39 -1.79
12.34 -0.40 -1.79
12.35 -0.41 -1.79
12.35 -0.41 -1.79
12.36 -0.42 -1.79
12.36 -0.43 -1.79
12.37 -0.44 -1.79
12.37 -0.45 -1.79
12.38 -0.46 -1.79
12.38 -0.47 -1.79
12.39 -0.48 -1.80
12.39 -0.49 -1.80
12.40 -0.50 -1.80
12.40 -0.50 -1.80
12.41 -0.51 -1.80
12.41 -0.52 -1.80
12.42 -0.53 -1.80
12.42 -0.54 -1.80
12.43 -0.55 -1.80
12.43 -0.56 -1.80
12.44 -0.57 -1.80
12.44 -0.58 -1.80
12.45 -0.59 -1.80
12.45 -0.59 -1.80
12.46 -0.60 -1.80
12.46 -0.61 -1.80
12.47 -0.62 -1.80
12.47 -0.63 -1.81
12.48 -0.64 -1.81
12.48 -0.65 -1.81
12.49 -0.66 -1.81
12.49 -0.67 -1.81
12.50 -0.68 -1.81
12.50 -0.68 -1.81
12.51 -0.69 -1.81
12.51 -0.70 -1.81
12.52 -0.71 -1.81
12.52 -0.72 -1.81
12.53 -0.73 -1.81
12.53 -0.74 -1.81
12.54 -0.75 -1.81
12.54 -0.76 -1.81
12.55 -0.77 -1.81
12.55 -0.77 -1.81
12.56 -0.78 -1.81
12.56 -0.79 -1.82
12.57 -0.80 -1.81
12.57 -0.81 -1.81
12.58 -0.82 -1.81
12.58 -0.83 -1.81
12.59 -0.84 -1.80
12.59 -0.85 -1.80
12.60 -0.86 -1.80
12.60 -0.87 -1.79
12.61 -0.87 -1.79
12.61 -0.88 -1.78
12.62 -0.89 -1.78
12.62 -0.90 -1.77
12.63 -0.91 -1.77
12.63 -0.92 -1.77
12.64 -0.93 -1.76
12.64 -0.94 -1.76
12.65 -0.94 -1.75
12.65 -0.95 -1.75
12.66 -0.96 -1.74
12.66 -0.97 -1.74
12.67 -0.98 -1.74
12.67 -0.99 -1.73
12.68 -1.00 -1.73
12.68 -1.01 1.72
12.69 -1.00 1.72
12.69 -0.99 1.71
12.70 -0.98 1.71
12.70 -0.97 1.71
12.71 -0.96 1.70
12.71 -0.95 1.70
12.72 -0.95 1.69
12.72 -0.94 1.69
12.73 -0.93 1.68
12.73 -0.92 1.68
12.74 -0.91 1.68
12.74 -0.90 1.67
12.75 -0.90 1.67
12.75 -0.89 1.66
12.76 -0.88 1.67
12.76 -0.87 1.67
12.77 -0.86 1.67
12.77 -0.85 1.67
12.78 -0.85 1.67
12.78 -0.84 1.67
12.79 -0.83 1.67
12.79 -0.82 1.67
12.80 -0.81 1.67
12.80 -0.80 1.67
12.81 -0.80 1.67
12.81 -0.79 1.68
12.82 -0.78 1.68
12.82 -0.77 1.68
12.83 -0.76 1.68
12.83 -0.75 1.68
12.84 -0.75 1.68
12.84 -0.74 1.68
12.85 -0.73 1.68
12.85 -0.72 1.68
12.86 -0.71 1.68
12.86 -0.70 1.68
12.87 -0.69 1.68
12.87 -0.69 1.69
12.88 -0.68 1.69
12.88 -0.67 1.69
12.89 -0.66 1.69
12.89 -0.65 1.69
12.90 -0.64 1.69
12.90 -0.64 1.69
12.91 -0.63 1.69
12.91 -0.62 1.69
12.92 -0.61 1.69
12.92 -0.60 1.69
12.93 -0.59 1.69
12.93 -0.58 1.70
12.94 -0.58 1.70
12.94 -0.57 1.70
12.95 -0.56 1.70
12.95 -0.55 1.70
12.96 -0.54 1.70
12.96 -0.53 1.70
12.97 -0.53 1.70
12.97 -0.52 1.70
12.98 -0.51 1.70
12.98 -0.50 1.70
12.99 -0.49 1.70
12.99 -0.48 1.71
13.00 -0.47 1.71
13.00 -0.47 1.71
13.01 -0.46 1.71
13.01 -0.45 1.71
13.02 -0.44 1.71
13.02 -0.43 1.71
13.03 -0.42 1.71
13.03 -0.41 1.71
13.04 -0.41 1.71
13.04 -0.40 1.71
13.05 -0.39 1.71
13.05 -0.38 1.72
13.06 -0.37 1.72
13.06 -0.36 1.72
13.07 -0.35 1.72
13.07 -0.35 1.72
13.08 -0.34 1.72
13.08 -0.33 1.72
13.09 -0.32 1.72
13.09 -0.31 1.72
13.10 -0.30 1.72
13.10 -0.29 1.72
13.11 -0.29 1.72
13.11 -0.28 1.72
13.12 -0.27 1.73
13.12 -0.26 1.73
13.13 -0.25 1.73
13.13 -0.24 1.73
13.14 -0.23 1.73
13.14 -0.22 1.73
13.15 -0.22 1.73
13.15 -0.21 1.73
13.16 -0.20 1.73
13.16 -0.19 1.73
13.17 -0.18 1.73
13.17 -0.17 1.73
13.18 -0.16 1.73
13.18 -0.16 1.74
13.19 -0.15 1.74
13.19 -0.14 1.74
13.20 -0.13 1.74
13.20 -0.12 1.74
13.21 -0.11 1.74
13.21 -0.10 1.74
13.22 -0.09 1.74
13.22 -0.09 1.74
13.23 -0.08 1.74
13.23 -0.07 1.74
13.24 -0.06 1.74
13.24 -0.05 1.74
13.25 -0.04 1.74
13.25 -0.03 1.75
13.26 -0.03 1.75
13.26 -0.02 1.75
13.27 -0.01 1.75
13.27 0.00 1.75
13.28 0.01 1.75
13.28 0.02 1.75
13.29 0.03 1.75
13.29 0.04 1.75
13.30 0.04 1.75
13.30 0.05 1.75
13.31 0.06 1.75
13.31 0.07 1.75
13.32 0.08 1.75
13.32 0.09 1.76
13.33 0.10 1.76
13.33 0.11 1.76
13.34 0.12 1.76
13.34 0.12 1.76
13.35 0.13 1.76
13.35 0.14 1.76
13.36 0.15 1.76
13.36 0.16 1.76
13.37 0.17 1.76
13.37 0.18 1.76
13.38 0.19 1.76
13.38 0.19 1.76
13.39 0.20 1.76
13.39 0.21 1.77
13.40 0.22 1.77
13.40 0.23 1.77
13.41 0.24 1.77
13.41 0.25 1.77
13.42 0.26 1.77
13.42 0.27 1.77
13.43 0.27 1.77
13.43 0.28 1.77
13.44 0.29 1.77
13.44 0.30 1.77
13.45 0.31 1.77
13.45 0.32 1.77
13.46 0.33 1.77
13.46 0.34 1.77
13.47 0.34 1.78
13.47 0.35 1.78
13.48 0.36 1.78
13.48 0.37 1.78
13.49 0.38 1.78
13.49 0.39 1.78
13.50 0.40 1.78
13.50 0.41 1.78
13.51 0.42 1.78
13.51 0.42 1.78
13.52 0.43 1.78
13.52 0.44 1.78
13.53 0.45 1.78
13.53 0.46 1.78
13.54 0.47 1.78
13.54 0.48 1.78
13.55 0.49 1.79
13.55 0.50 1.79
13.56 0.51 1.79
13.56 0.51 1.79
13.57 0.52 1.79
13.57 0.53 1.79
13.58 0.54 1.79
13.58 0.55 1.78
13.59 0.56 1.78
13.59 0.57 1.78
13.60 0.58 1.78
13.60 0.59 1.78
13.61 0.59 1.78
13.61 0.60 1.78
13.62 0.61 1.78
13.62 0.62 1.78
13.63 0.63 1.78
13.63 0.64 1.78
13.64 0.65 1.78
13.64 0.66 1.78
13.65 0.67 1.78
13.65 0.67 1.78
13.66 0.68 1.78
13.66 0.69 1.77
13.67 0.70 1.77
13.67 0.71 1.77
13.68 0.72 1.77
13.68 0.73 1.77
13.69 0.74 1.77
13.69 0.75 1.77
13.70 0.75 1.77
13.70 0.76 1.77
13.71 0.77 1.77
13.71 0.78 1.77
13.72 0.79 1.77
13.72 0.80 1.77
13.73 0.81 1.77
13.73 0.82 1.77
13.74 0.82 1.76
13.74 0.83 1.76
13.75 0.84 1.76
13.75 0.85 1.76
13.76 0.86 1.76
13.76 0.87 1.76
13.77 0.88 1.76
13.77 0.89 1.76
13.78 0.90 1.76
13.78 0.90 1.76
13.79 0.91 1.76
13.79 0.92 1.76
13.80 0.93 1.76
13.80 0.94 1.76
13.81 0.95 1.75
13.81 0.96 1.75
13.82 0.97 1.75
13.82 0.97 1.75
13.83 0.98 1.75
13.83 0.99 1.75
13.84 1.00 -1.75
13.84 0.99 -1.75
13.85 0.98 -1.75
13.85 0.97 -1.75
13.86 0.97 -1.75
13.86 0.96 -1.75
13.87 0.95 -1.75
13.87 0.94 -1.76
13.88 0.93 -1.76
13.88 0.92 -1.76
13.89 0.91 -1.76
13.89 0.90 -1.76
13.90 0.90 -1.76
13.90 0.89 -1.76
13.91 0.88 -1.76
13.91 0.87 -1.76
13.92 0.86 -1.76
13.92 0.85 -1.76
13.93 0.84 -1.76
13.93 0.83 -1.76
13.94 0.82 -1.76
13.94 0.82 -1.77
13.95 0.81 -1.77
13.95 0.80 -1.77
13.96 0.79 -1.77
13.96 0.78 -1.77
13.97 0.77 -1.77
13.97 0.76 -1.77
13.98 0.75 -1.77
13.98 0.75 -1.77
13.99 0.74 -1.77
13.99 0.73 -1.77
14.00 0.72 -1.77
14.00 0.71 -1.77
14.01 0.70 -1.77
14.01 0.69 -1.77
14.02 0.68 -1.78
14.02 0.67 -1.78
14.03 0.67 -1.78
14.03 0.66 -1.78
14.04 0.65 -1.78
14.04 0.64 -1.78
14.05 0.63 -1.78
14.05 0.62 -1.78
14.06 0.61 -1.78
14.06 0.60 -1.78
14.07 0.59 -1.78
14.07 0.59 -1.78
14.08 0.58 -1.78
14.08 0.57 -1.78
14.09 0.56 -1.78
14.09 0.55 -1.78
14.10 0.54 -1.79
14.10 0.53 -1.79
14.11 0.52 -1.79
14.11 0.51 -1.79
14.12 0.50 -1.79
14.12 0.50 -1.79
14.13 0.49 -1.79
14.13 0.48 -1.79
14.14 0.47 -1.79
14.14 0.46 -1.79
14.15 0.45 -1.79
14.15 0.44 -1.79
14.16 0.43 -1.79
14.16 0.42 -1.79
14.17 0.42 -1.79
14.17 0.41 -1.79
14.18 0.40 -1.79
14.18 0.39 -1.80
14.19 0.38 -1.80
14.19 0.37 -1.80
14.20 0.36 -1.80
14.20 0.35 -1.80
14.21 0.34 -1.80
14.21 0.33 -1.80
14.22 0.33 -1.80
14.22 0.32 -1.80
14.23 0.31 -1.80
14.23 0.30 -1.80
14.24 0.29 -1.80
14.24 0.28 -1.80
14.25 0.27 -1.80
14.25 0.26 -1.80
14.26 0.25 -1.80
14.26 0.24 -1.80
14.27 0.24 -1.81
14.27 0.23 -1.81
14.28 0.22 -1.81
14.28 0.21 -1.81
14.29 0.20 -1.81
14.29 0.19 -1.81
14.30 0.18 -1.81
14.30 0.17 -1.81
14.31 0.16 -1.81
14.31 0.15 -1.81
14.32 0.14 -1.81
14.32 0.14 -1.81
14.33 0.13 -1.81
14.33 0.12 -1.81
14.34 0.11 -1.81
14.34 0.10 -1.81
14.35 0.09 -1.81
14.35 0.08 -1.82
14.36 0.07 -1.82
14.36 0.06 -1.82
14.37 0.05 -1.82
14.37 0.05 -1.82
14.38 0.04 -1.82
14.38 0.03 -1.82
14.39 0.02 -1.82
14.39 0.01 -1.82
14.40 -0.00 -1.82
14.40 -0.01 -1.82
14.41 -0.02 -1.82
14.41 -0.03 -1.82
14.42 -0.04 -1.82
14.42 -0.05 -1.82
14.43 -0.05 -1.82
14.43 -0.06 -1.82
14.44 -0.07 -1.82
14.44 -0.08 -1.82
14.45 -0.09 -1.83
14.45 -0.10 -1.83
14.46 -0.11 -1.83
14.46 -0.12 -1.83
14.47 -0.13 -1.83
14.47 -0.14 -1.83
14.48 -0.15 -1.83
14.48 -0.16 -1.83
14.49 -0.16 -1.83
14.49 -0.17 -1.83
14.50 -0.18 -1.83
14.50 -0.19 -1.83
14.51 -0.20 -1.83
14.51 -0.21 -1.83
14.52 -0.22 -1.83
14.52 -0.23 -1.83
14.53 -0.24 -1.83
14.53 -0.25 -1.83
14.54 -0.26 -1.83
14.54 -0.27 -1.83
14.55 -0.27 -1.84
14.55 -0.28 -1.84
14.56 -0.29 -1.84
14.56 -0.30 -1.84
14.57 -0.31 -1.84
14.57 -0.32 -1.84
14.58 -0.33 -1.84
14.58 -0.34 -1.84
14.59 -0.35 -1.84
14.59 -0.36 -1.84
14.60 -0.37 -1.84
14.60 -0.38 -1.84
14.61 -0.38 -1.84
14.61 -0.39 -1.84
14.62 -0.40 -1.84
14.62 -0.41 -1.84
14.63 -0.42 -1.84
14.63 -0.43 -1.84
14.64 -0.44 -1.84
14.64 -0.45 -1.84
14.65 -0.46 -1.85
14.65 -0.47 -1.85
14.66 -0.48 -1.85
14.66 -0.49 -1.85
14.67 -0.50 -1.85
14.67 -0.50 -1.85
14.68 -0.51 -1.85
14.68 -0.52 -1.85
14.69 -0.53 -1.85
14.69 -0.54 -1.85
14.70 -0.55 -1.85
14.70 -0.56 -1.85
14.71 -0.57 -1.85
14.71 -0.58 -1.85
14.72 -0.59 -1.85
14.72 -0.60 -1.85
14.73 -0.61 -1.85
14.73 -0.62 -1.85
14.74 -0.63 -1.85
14.74 -0.63 -1.85
14.75 -0.64 -1.85
14.75 -0.65 -1.85
14.76 -0.66 -1.86
14.76 -0.67 -1.86
14.77 -0.68 -1.86
14.77 -0.69 -1.86
14.78 -0.70 -1.86
14.78 -0.71 -1.86
14.79 -0.72 -1.86
14.79 -0.73 -1.86
14.80 -0.74 -1.86
14.80 -0.75 -1.86
14.81 -0.76 -1.85
14.81 -0.76 -1.85
14.82 -0.77 -1.85
14.82 -0.78 -1.85
14.83 -0.79 -1.85
14.83 -0.80 -1.85
14.84 -0.81 -1.85
14.84 -0.82 -1.84
14.85 -0.83 -1.84
14.85 -0.84 -1.83
14.86 -0.85 -1.83
14.86 -0.86 -1.83
14.87 -0.87 -1.82
14.87 -0.87 -1.82
14.88 -0.88 -1.81
14.88 -0.89 -1.81
14.89 -0.90 -1.81
14.89 -0.91 -1.81
14.90 -0.92 -1.81
14.90 -0.93 -1.81
14.91 -0.94 -1.80
14.91 -0.95 -1.80
14.92 -0.96 -1.80
14.92 -0.96 -1.80
14.93 -0.97 -1.80
14.93 -0.98 -1.80
14.94 -0.99 -1.80
14.94 -1.00 1.80
14.95 -0.99 1.80
14.95 -0.98 1.80
14.96 -0.97 1.80
14.96 -0.96 1.80
14.97 -0.96 1.80
14.97 -0.95 1.80
14.98 -0.94 1.80
14.98 -0.93 1.81
14.99 -0.92 1.81
14.99 -0.91 1.81
15.00 -0.90 1.81
15.00 -0.89 1.81
15.01 -0.88 1.81
15.01 -0.87 1.81
15.02 -0.87 1.81
15.02 -0.86 1.81
15.03 -0.85 1.81
15.03 -0.84 1.81
15.04 -0.83 1.81
15.04 -0.82 1.81
15.05 -0.81 1.81
15.05 -0.80 1.81
15.06 -0.79 1.81
15.06 -0.78 1.81
15.07 -0.77 1.81
15.07 -0.77 1.82
15.08 -0.76 1.82
15.08 -0.75 1.82
15.09 -0.74 1.82
15.09 -0.73 1.82
15.10 -0.72 1.82
15.10 -0.71 1.82
15.11 -0.70 1.82
15.11 -0.69 1.82
15.12 -0.68 1.82
15.12 -0.67 1.82
15.13 -0.67 1.82
15.13 -0.66 1.82
15.14 -0.65 1.82
15.14 -0.64 1.82
15.15 -0.63 1.82
15.15 -0.62 1.82
15.16 -0.61 1.82
15.16 -0.60 1.83
15.17 -0.59 1.83
15.17 -0.58 1.83
15.18 -0.57 1.83
15.18 -0.57 1.83
15.19 -0.56 1.83
15.19 -0.55 1.83
15.20 -0.54 1.83
15.20 -0.53 1.83
15.21 -0.52 1.83
15.21 -0.51 1.83
15.22 -0.50 1.83
15.22 -0.49 1.83
15.23 -0.48 1.83
15.23 -0.47 1.83
15.24 -0.46 1.83
15.24 -0.46 1.83
15.25 -0.45 1.83
15.25 -0.44 1.83
15.26 -0.43 1.83
15.26 -0.42 1.84
15.27 -0.41 1.84
15.27 -0.40 1.84
15.28 -0.39 1.84
15.28 -0.38 1.84
15.29 -0.37 1.84
15.29 -0.36 1.84
15.30 -0.35 1.84
15.30 -0.35 1.84
15.31 -0.34 1.84
15.31 -0.33 1.84
15.32 -0.32 1.84
15.32 -0.31 1.84
15.33 -0.30 1.84
15.33 -0.29 1.84
15.34 -0.28 1.84
15.34 -0.27 1.84
15.35 -0.26 1.84
15.35 -0.25 1.84
15.36 -0.24 1.84
15.36 -0.23 1.85
15.37 -0.23 1.85
15.37 -0.22 1.85
15.38 -0.21 1.85
15.38 -0.20 1.85
15.39 -0.19 1.85
15.39 -0.18 1.85
15.40 -0.17 1.85
15.40 -0.16 1.85
15.41 -0.15 1.85
15.41 -0.14 1.85
15.42 -0.13 1.85
15.42 -0.12 1.85
15.43 -0.11 1.85
15.43 -0.11 1.85
15.44 -0.10 1.85
15.44 -0.09 1.85
15.45 -0.08 1.85
15.45 -0.07 1.85
15.46 -0.06 1.85
15.46 -0.05 1.85
15.47 -0.04 1.85
15.47 -0.03 1.86
15.48 -0.02 1.86
15.48 -0.01 1.86
15.49 -0.00 1.86
15.49 0.01 1.86
15.50 0.02 1.86
15.50 0.02 1.86
15.51 0.03 1.86
15.51 0.04 1.86
15.52 0.05 1.86
15.52 0.06 1.86
15.53 0.07 1.86
15.53 0.08 1.86
15.54 0.09 1.86
15.54 0.10 1.86
15.55 0.11 1.86
15.55 0.12 1.86
15.56 0.13 1.86
15.56 0.14 1.86
15.57 0.15 1.86
15.57 0.15 1.86
15.58 0.16 1.86
15.58 0.17 1.86
15.59 0.18 1.87
15.59 0.19 1.87
15.60 0.20 1.87
15.60 0.21 1.87
15.61 0.22 1.87
15.61 0.23 1.87
15.62 0.24 1.87
15.62 0.25 1.87
15.63 0.26 1.87
15.63 0.27 1.87
15.64 0.28 1.87
15.64 0.29 1.87
15.65 0.29 1.87
15.65 0.30 1.87
15.66 0.31 1.87
15.66 0.32 1.87
15.67 0.33 1.87
15.67 0.34 1.87
15.68 0.35 1.87
15.68 0.36 1.87
15.69 0.37 1.87
15.69 0.38 1.87
15.70 0.39 1.87
15.70 0.40 1.87
15.71 0.41 1.88
15.71 0.42 1.88
15.72 0.43 1.88
15.72 0.44 1.88
15.73 0.44 1.88
15.73 0.45 1.88
15.74 0.46 1.88
15.74 0.47 1.88
15.75 0.48 1.88
15.75 0.49 1.88
15.76 0.50 1.88
15.76 0.51 1.88
15.77 0.52 1.88
15.77 0.53 1.88
15.78 0.54 1.88
15.78 0.55 1.88
15.79 0.56 1.88
15.79 0.57 1.88
15.80 0.58 1.88
15.80 0.59 1.88
15.81 0.60 1.88
15.81 0.60 1.88
15.82 0.61 1.88
15.82 0.62 1.88
15.83 0.63 1.88
15.83 0.64 1.89
15.84 0.65 1.89
15.84 0.66 1.89
15.85 0.67 1.89
15.85 0.68 1.89
15.86 0.69 1.89
15.86 0.70 1.89
15.87 0.71 1.89
15.87 0.72 1.89
15.88 0.73 1.89
15.88 0.74 1.89
15.89 0.75 1.89
15.89 0.76 1.89
15.90 0.76 1.89
15.90 0.77 1.89
15.91 0.78 1.89
15.91 0.79 1.89
15.92 0.80 1.89
15.92 0.81 1.89
15.93 0.82 1.89
15.93 0.83 1.89
15.94 0.84 1.89
15.94 0.85 1.89
15.95 0.86 1.89
15.95 0.87 1.89
15.96 0.88 1.89
15.96 0.89 1.89
15.97 0.90 1.89
15.97 0.91 1.90
15.98 0.92 1.90
15.98 0.93 1.90
15.99 0.94 1.90
15.99 0.94 1.90
16.00 0.95 1.90
16.00 0.96 1.90
16.01 0.97 1.90
16.01 0.98 1.90
16.02 0.99 1.90
16.02 1.00 -1.90
16.03 0.99 -1.90
16.03 0.98 -1.90
16.04 0.97 -1.90
16.04 0.96 -1.90
16.05 0.95 -1.90
16.05 0.94 -1.90
16.06 0.94 -1.90
16.06 0.93 -1.90
16.07 0.92 -1.90
16.07 0.91 -1.90
16.08 0.90 -1.89
16.08 0.89 -1.89
16.09 0.88 -1.89
16.09 0.87 -1.89
16.10 0.86 -1.89
16.10 0.85 -1.89
16.11 0.84 -1.89
16.11 0.83 -1.89
16.12 0.82 -1.89
16.12 0.81 -1.89
16.13 0.80 -1.89
16.13 0.79 -1.89
16.14 0.78 -1.89
16.14 0.77 -1.88
16.15 0.76 -1.88
16.15 0.76 -1.87
16.16 0.75 -1.87
16.16 0.74 -1.86
16.17 0.73 -1.86
16.17 0.72 -1.85
16.18 0.71 -1.85
16.18 0.70 -1.85
16.19 0.69 -1.84
16.19 0.68 -1.84
16.20 0.67 -1.83
16.20 0.66 -1.83
16.21 0.65 -1.82
16.21 0.65 -1.82
16.22 0.64 -1.81
16.22 0.63 -1.81
16.23 0.62 -1.80
16.23 0.61 -1.80
16.24 0.60 -1.80
16.24 0.59 -1.79
16.25 0.58 -1.79
16.25 0.57 -1.78
16.26 0.56 -1.78
16.26 0.56 -1.77
16.27 0.55 -1.77
16.27 0.54 -1.77
16.28 0.53 -1.76
16.28 0.52 -1.76
16.29 0.51 -1.75
16.29 0.50 -1.75
16.30 0.49 -1.74
16.30 0.49 -1.74
16.31 0.48 -1.74
16.31 0.47 -1.73
16.32 0.46 -1.73
16.32 0.45 -1.72
16.33 0.44 -1.72
16.33 0.43 -1.71
16.34 0.42 -1.71
16.34 0.42 -1.71
16.35 0.41 -1.70
16.35 0.40 -1.70
16.36 0.39 -1.69
